step,train/loss,train/grad_norm,train/learning_rate,train/num_tokens,train/completions/mean_length,train/completions/min_length,train/completions/max_length,train/completions/clipped_ratio,train/completions/mean_terminated_length,train/completions/min_terminated_length,train/completions/max_terminated_length,train/rewards/reward_fn/mean,train/rewards/reward_fn/std,train/reward,train/reward_std,train/frac_reward_zero_std,train/entropy,train/clip_ratio/low_mean,train/clip_ratio/low_min,train/clip_ratio/high_mean,train/clip_ratio/high_max,train/clip_ratio/region_mean,train/epoch
7630,0.03310000151395798,0.11250437796115875,2.458360086166067e-06,6538801.0,48.875,1.0,181.0,0.125,17.417858123779297,1.0,93.0,3.9718544483184814,0.42878279089927673,3.9718544483184814,0.15170909464359283,0.6000000238418579,0.8784986138343811,0.0,0.0,0.0,0.0,0.0,1.5260000228881836
7640,0.07069999724626541,0.14967522025108337,2.4530897917429684e-06,6546106.0,52.07500076293945,1.0,205.60000610351562,0.17499999701976776,10.866429328918457,1.0,51.400001525878906,3.7547495365142822,0.7066547274589539,3.7547495365142822,0.17363233864307404,0.6000000238418579,0.6162066459655762,0.0,0.0,0.0,0.0,0.0,1.527999997138977
7650,0.13699999451637268,3.430490255355835,2.447819724693545e-06,6553264.0,43.54999923706055,1.0,142.60000610351562,0.07500000298023224,26.63809585571289,1.0,107.5999984741211,4.018700122833252,0.5274477005004883,4.018700122833252,0.17074526846408844,0.5,0.8184277415275574,0.0,0.0,0.0,0.0,0.0,1.5299999713897705
7660,-0.04390000179409981,2.137360095977783,2.442549657644122e-06,6558887.0,33.125,1.0,120.4000015258789,0.10000000149011612,9.0,1.0,50.79999923706055,3.693618059158325,0.8787938356399536,3.693618059158325,0.2682976722717285,0.6499999761581421,0.9626291394233704,0.0,0.0,0.0,0.0,0.0,1.531999945640564
7670,0.15809999406337738,0.3575074374675751,2.4372800453420496e-06,6568895.0,47.349998474121094,1.0,157.39999389648438,0.125,17.454999923706055,1.0,81.80000305175781,3.8290650844573975,0.7729296684265137,3.8290650844573975,0.1562556028366089,0.6000000238418579,1.015899896621704,0.0,0.0,0.0,0.0,0.0,1.534000039100647
7680,0.1234000027179718,0.4281586706638336,2.432010887787328e-06,6575440.0,40.525001525878906,1.0,164.0,0.10000000149011612,16.507143020629883,1.0,53.20000076293945,3.902292490005493,0.6582342386245728,3.902292490005493,0.17871111631393433,0.5,0.9343166351318359,0.0,0.0,0.0,0.0,0.0,1.5360000133514404
7690,-0.10320000350475311,0.0,2.4267417302326066e-06,6583510.0,39.29999923706055,1.0,153.8000030517578,0.07500000298023224,21.514286041259766,1.0,83.0,3.898658275604248,0.7113670706748962,3.898658275604248,0.08887244760990143,0.6000000238418579,0.6601210832595825,0.0,0.0,0.0,0.0,0.0,1.5379999876022339
7700,0.23420000076293945,0.1696203052997589,2.421473027425236e-06,6592284.0,75.75,1.0,256.0,0.22499999403953552,25.22381019592285,1.0,132.8000030517578,3.8067691326141357,1.036691665649414,3.8067691326141357,0.4860207736492157,0.550000011920929,0.9844497442245483,0.0,0.0,0.0,0.0,0.0,1.5399999618530273
7710,0.03099999949336052,0.0,2.4162047793652164e-06,6601688.0,31.399999618530273,1.0,156.1999969482422,0.07500000298023224,12.392857551574707,1.0,59.79999923706055,3.7824676036834717,0.8662828207015991,3.7824676036834717,0.33992257714271545,0.75,1.067003846168518,0.0,0.0,0.0,0.0,0.0,1.5420000553131104
7720,0.0658000037074089,0.11720975488424301,2.410936758678872e-06,6611411.0,34.67499923706055,1.0,111.19999694824219,0.125,2.9116666316986084,1.0,10.600000381469727,3.7956793308258057,0.7166380882263184,3.7956793308258057,0.2569509446620941,0.550000011920929,0.7590943574905396,0.0,0.0,0.0,0.0,0.0,1.5440000295639038
7730,0.09749999642372131,0.3273865282535553,2.4056691927398788e-06,6618738.0,62.07500076293945,1.0,207.8000030517578,0.15000000596046448,28.289762496948242,1.0,108.4000015258789,3.7914180755615234,0.7976099252700806,3.7914180755615234,0.36211058497428894,0.5,0.8544792532920837,0.0,0.0,0.0,0.0,0.0,1.5460000038146973
7740,0.01489999983459711,0.10111986845731735,2.4004020815482363e-06,6629418.0,94.5,1.600000023841858,205.0,0.2750000059604645,39.11666488647461,1.600000023841858,99.5999984741211,3.7756104469299316,0.7106950283050537,3.7756104469299316,0.3661181628704071,0.44999998807907104,0.6976310610771179,0.0,0.0,0.0,0.0,0.0,1.5479999780654907
7750,-0.05829999968409538,0.14796406030654907,2.3951354251039447e-06,6638340.0,43.150001525878906,1.0,128.0,0.125,12.623332977294922,1.0,48.599998474121094,3.9336066246032715,0.6712580919265747,3.9336066246032715,0.1500483602285385,0.550000011920929,0.880116879940033,0.0,0.0,0.0,0.0,0.0,1.5499999523162842
7760,0.047600001096725464,0.1228204295039177,2.3898689960333286e-06,6650405.0,90.82499694824219,1.0,219.1999969482422,0.30000001192092896,21.386667251586914,1.0,86.0,3.860199451446533,0.6541985273361206,3.860199451446533,0.20809471607208252,0.5,0.5990102887153625,0.0,0.0,0.0,0.0,0.0,1.5520000457763672
7770,0.12680000066757202,0.0,2.3846032490837388e-06,6659557.0,44.0,1.0,196.1999969482422,0.125,13.407142639160156,1.0,65.5999984741211,3.6733405590057373,0.7696263194084167,3.6733405590057373,0.1508752703666687,0.6499999761581421,0.6649352312088013,0.0,0.0,0.0,0.0,0.0,1.5540000200271606
7780,0.29580000042915344,0.44615766406059265,2.3793379568815e-06,6668565.0,56.79999923706055,1.0,221.39999389648438,0.20000000298023224,6.217857360839844,1.0,27.799999237060547,3.571406126022339,0.96071457862854,3.571406126022339,0.48245957493782043,0.550000011920929,0.9690585732460022,0.0,0.0,0.0,0.0,0.0,1.555999994277954
7790,0.20739999413490295,0.11224506795406342,2.3740733468002873e-06,6679150.0,60.224998474121094,1.0,177.1999969482422,0.15000000596046448,29.678571701049805,1.0,100.19999694824219,3.9625182151794434,0.48349618911743164,3.9625182151794434,0.271039217710495,0.44999998807907104,0.8155844807624817,0.0,0.0,0.0,0.0,0.0,1.5579999685287476
7800,-0.029600000008940697,0.7458041310310364,2.3688091914664255e-06,6688352.0,42.599998474121094,1.0,164.60000610351562,0.10000000149011612,20.002382278442383,1.0,65.19999694824219,3.9081592559814453,0.7344329357147217,3.9081592559814453,0.247340127825737,0.44999998807907104,0.9694790244102478,0.0,0.0,0.0,0.0,0.0,1.559999942779541
7810,0.15960000455379486,0.0,2.36354571825359e-06,6696191.0,30.225000381469727,1.0,107.80000305175781,0.10000000149011612,6.117143154144287,1.0,23.200000762939453,3.835099458694458,0.520137369632721,3.835099458694458,0.07081528007984161,0.699999988079071,0.466726690530777,0.0,0.0,0.0,0.0,0.0,1.562000036239624
7820,0.04280000180006027,0.5436025857925415,2.3582826997881057e-06,6704128.0,30.825000762939453,1.0,109.80000305175781,0.10000000149011612,6.199999809265137,1.0,25.399999618530273,3.9402449131011963,0.7052252888679504,3.9402449131011963,0.10515657812356949,0.699999988079071,0.8717643022537231,0.0,0.0,0.0,0.0,0.0,1.5640000104904175
7830,0.26100000739097595,0.18730528652668,2.3530203634436475e-06,6714265.0,67.2750015258789,1.0,256.0,0.22499999403953552,12.35619068145752,1.0,50.599998474121094,3.800382137298584,0.8940369486808777,3.800382137298584,0.4634639322757721,0.5,0.6117234230041504,0.0,0.0,0.0,0.0,0.0,1.565999984741211
7840,-0.055399999022483826,0.0,2.3477587092202157e-06,6722545.0,30.0,1.0,124.80000305175781,0.07500000298023224,11.425000190734863,1.0,39.20000076293945,3.806849241256714,0.7007628679275513,3.806849241256714,0.1597422957420349,0.550000011920929,0.5729809403419495,0.0,0.0,0.0,0.0,0.0,1.5679999589920044
7850,0.15680000185966492,0.2692513167858124,2.34249773711781e-06,6729511.0,53.45000076293945,1.0,156.1999969482422,0.15000000596046448,20.390239715576172,1.0,84.19999694824219,3.8069920539855957,0.7480477690696716,3.8069920539855957,0.17927803099155426,0.6499999761581421,0.7254696488380432,0.0,0.0,0.0,0.0,0.0,1.5700000524520874
7860,0.0731000006198883,0.16994228959083557,2.3372372197627556e-06,6738871.0,72.4000015258789,1.0,170.8000030517578,0.22499999403953552,24.511667251586914,1.0,83.80000305175781,3.7014529705047607,0.9913312792778015,3.7014529705047607,0.5452205538749695,0.5,0.8525608777999878,0.0,0.0,0.0,0.0,0.0,1.5720000267028809
7870,0.009499999694526196,0.0509241558611393,2.331977839276078e-06,6748200.0,59.57500076293945,1.0,190.1999969482422,0.125,29.601667404174805,1.0,116.80000305175781,3.8720791339874268,0.6122441291809082,3.8720791339874268,0.13016805052757263,0.44999998807907104,0.7197849750518799,0.0,0.0,0.0,0.0,0.0,1.5740000009536743
7880,0.013700000010430813,0.2010590136051178,2.3267189135367516e-06,6758424.0,51.45000076293945,1.0,205.60000610351562,0.17499999701976776,8.621429443359375,1.0,26.200000762939453,3.7793726921081543,0.8383785486221313,3.7793726921081543,0.1576632261276245,0.5,0.9163352847099304,0.0,0.0,0.0,0.0,0.0,1.5759999752044678
7890,-0.08009999990463257,0.7818142175674438,2.321460897292127e-06,6765671.0,29.475000381469727,1.0,152.8000030517578,0.02500000037252903,24.06785774230957,1.0,124.4000015258789,3.944103956222534,0.5904370546340942,3.944103956222534,0.12419024109840393,0.5,0.8244309425354004,0.0,0.0,0.0,0.0,0.0,1.5779999494552612
7900,0.1379999965429306,0.0,2.3162035631685285e-06,6772589.0,56.400001525878906,1.0,212.1999969482422,0.15000000596046448,22.009525299072266,1.0,81.19999694824219,3.8731484413146973,0.7247682213783264,3.8731484413146973,0.2111205905675888,0.6499999761581421,0.4965387284755707,0.0,0.0,0.0,0.0,0.0,1.5800000429153442
7910,0.12229999899864197,0.12898828089237213,2.310947138539632e-06,6780896.0,55.775001525878906,1.0,236.0,0.17499999701976776,13.598810195922852,1.0,80.0,3.858569860458374,0.5759601593017578,3.858569860458374,0.21507389843463898,0.6499999761581421,0.7135903835296631,0.0,0.0,0.0,0.0,0.0,1.5820000171661377
7920,0.08659999817609787,0.22415193915367126,2.305691623405437e-06,6789235.0,49.474998474121094,1.0,170.8000030517578,0.15000000596046448,13.964524269104004,1.0,69.0,3.9226529598236084,0.6417503356933594,3.9226529598236084,0.30775025486946106,0.5,0.9178330302238464,0.0,0.0,0.0,0.0,0.0,1.5839999914169312
7930,0.03840000182390213,0.3840121328830719,2.3004367903922684e-06,6797535.0,32.75,1.0,129.0,0.07500000298023224,14.657143592834473,1.0,53.400001525878906,3.8333067893981934,0.5248061418533325,3.8333067893981934,0.1841975748538971,0.6000000238418579,0.8715965151786804,0.0,0.0,0.0,0.0,0.0,1.5859999656677246
7940,0.016300000250339508,1.1503850221633911,2.2951828668738017e-06,6805582.0,62.375,1.0,160.60000610351562,0.20000000298023224,12.760001182556152,1.0,45.79999923706055,3.769386053085327,0.569961667060852,3.769386053085327,0.14447170495986938,0.5,0.7082780003547668,0.0,0.0,0.0,0.0,0.0,1.5880000591278076
7950,-0.031099999323487282,0.11630210280418396,2.2899298528500367e-06,6815099.0,67.67500305175781,1.0,163.8000030517578,0.20000000298023224,24.803333282470703,1.0,79.80000305175781,3.7585713863372803,0.6997995376586914,3.7585713863372803,0.2769980728626251,0.550000011920929,0.8916444182395935,0.0,0.0,0.0,0.0,0.0,1.590000033378601
7960,0.1273999959230423,0.17725887894630432,2.284677975694649e-06,6823203.0,35.0,1.0,157.60000610351562,0.125,3.3773810863494873,1.0,13.600000381469727,3.5879015922546387,0.9867729544639587,3.5879015922546387,0.26501014828681946,0.75,1.0094915628433228,0.0,0.0,0.0,0.0,0.0,1.5920000076293945
7970,0.0340999998152256,0.24850966036319733,2.2794267806602875e-06,6832099.0,57.04999923706055,1.0,152.60000610351562,0.125,27.979999542236328,1.0,77.80000305175781,3.994208574295044,0.6869290471076965,3.994208574295044,0.1805500090122223,0.6000000238418579,0.8521310091018677,0.0,0.0,0.0,0.0,0.0,1.593999981880188
7980,0.0940999984741211,0.0,2.2741767224943032e-06,6840009.0,55.70000076293945,1.0,154.0,0.20000000298023224,6.920000076293945,1.0,27.799999237060547,3.6584103107452393,1.0403488874435425,3.6584103107452393,0.3635677695274353,0.6499999761581421,0.5142747163772583,0.0,0.0,0.0,0.0,0.0,1.5959999561309814
7990,0.05310000106692314,0.0,2.2689278011966962e-06,6847470.0,40.07500076293945,1.0,155.39999389648438,0.125,9.755952835083008,1.0,53.400001525878906,3.7364847660064697,0.7388938665390015,3.7364847660064697,0.131305992603302,0.75,0.8320993781089783,0.0,0.0,0.0,0.0,0.0,1.5980000495910645
8000,0.10769999772310257,0.06417834758758545,2.263679789393791e-06,6856612.0,48.04999923706055,1.0,126.80000305175781,0.15000000596046448,12.154999732971191,1.0,50.400001525878906,3.763502597808838,0.7176796197891235,3.763502597808838,0.16212624311447144,0.550000011920929,0.9372550845146179,0.0,0.0,0.0,0.0,0.0,1.600000023841858
8010,0.14650000631809235,0.4608535170555115,2.2584326870855875e-06,6867860.0,51.349998474121094,1.0,166.60000610351562,0.17499999701976776,9.079999923706055,1.0,37.599998474121094,3.6520655155181885,0.6129751205444336,3.6520655155181885,0.10307434946298599,0.75,0.8537333607673645,0.0,0.0,0.0,0.0,0.0,1.6019999980926514
8020,0.009100000374019146,0.19395416975021362,2.2531867216457613e-06,6877036.0,57.5,6.400000095367432,154.0,0.17499999701976776,18.61333465576172,6.400000095367432,47.599998474121094,3.9875175952911377,0.7341265678405762,3.9875175952911377,0.26045992970466614,0.6499999761581421,0.7778814435005188,0.0,0.0,0.0,0.0,0.0,1.6039999723434448
8030,0.05570000037550926,0.07879307866096497,2.2479418930743122e-06,6885912.0,42.849998474121094,1.0,167.8000030517578,0.10000000149011612,20.444047927856445,1.0,110.80000305175781,3.628124237060547,0.8794805407524109,3.628124237060547,0.3551912009716034,0.550000011920929,0.48089486360549927,0.0,0.0,0.0,0.0,0.0,1.6059999465942383
8040,0.002300000051036477,3.5548768043518066,2.2426982013712404e-06,6893492.0,16.100000381469727,1.0,74.0,0.02500000037252903,10.117856979370117,1.0,37.400001525878906,4.010112285614014,0.5212281942367554,4.010112285614014,0.10107840597629547,0.699999988079071,0.6366090774536133,0.0,0.0,0.0,0.0,0.0,1.6080000400543213
8050,-0.14020000398159027,0.8222631216049194,2.237455646536546e-06,6899535.0,15.675000190734863,1.0,64.5999984741211,0.05000000074505806,2.924999952316284,1.0,13.600000381469727,3.8759877681732178,0.6383687257766724,3.8759877681732178,0.07895468175411224,0.8500000238418579,0.5708954334259033,0.0,0.0,0.0,0.0,0.0,1.6100000143051147
8060,0.17759999632835388,0.0898580402135849,2.2322142285702284e-06,6909319.0,58.400001525878906,2.4000000953674316,242.39999389648438,0.125,26.91428565979004,2.4000000953674316,96.80000305175781,3.8108773231506348,0.7001301050186157,3.8108773231506348,0.21146030724048615,0.3499999940395355,0.9815911650657654,0.0,0.0,0.0,0.0,0.0,1.6119999885559082
8070,-0.0012000000569969416,0.17280510067939758,2.2269741748459637e-06,6915710.0,59.67499923706055,1.0,207.0,0.125,31.58571434020996,1.0,125.19999694824219,3.9881033897399902,0.8985807299613953,3.9881033897399902,0.4466174244880676,0.550000011920929,0.9305405616760254,0.0,0.0,0.0,0.0,0.0,1.6139999628067017
8080,0.11020000278949738,0.44837790727615356,2.2217350306164008e-06,6923216.0,55.70000076293945,1.0,167.1999969482422,0.15000000596046448,21.720478057861328,1.0,80.5999984741211,3.605355978012085,0.9245985746383667,3.605355978012085,0.3662375807762146,0.6000000238418579,0.8505730032920837,0.0,0.0,0.0,0.0,0.0,1.6160000562667847
8090,-0.03929999843239784,0.3523842394351959,2.2164972506288905e-06,6928209.0,11.225000381469727,1.0,65.5999984741211,0.02500000037252903,5.107142925262451,1.0,19.200000762939453,3.923266887664795,0.25544673204421997,3.923266887664795,0.0426420122385025,0.699999988079071,0.7200531959533691,0.0,0.0,0.0,0.0,0.0,1.6180000305175781
8100,0.1704999953508377,0.12067340314388275,2.211260834883433e-06,6936146.0,63.07500076293945,1.0,218.8000030517578,0.20000000298023224,15.094761848449707,1.0,58.599998474121094,3.8318214416503906,0.7152283787727356,3.8318214416503906,0.31386563181877136,0.550000011920929,0.855055570602417,0.0,0.0,0.0,0.0,0.0,1.6200000047683716
8110,0.3249000012874603,0.17591069638729095,2.2060255560063524e-06,6945612.0,38.0,1.0,160.1999969482422,0.10000000149011612,13.191666603088379,1.0,69.0,3.904456377029419,0.7400057315826416,3.904456377029419,0.3032671809196472,0.6499999761581421,1.0086612701416016,0.0,0.0,0.0,0.0,0.0,1.621999979019165
8120,0.367000013589859,0.5630852580070496,2.2007916413713247e-06,6952778.0,37.45000076293945,1.0,141.8000030517578,0.10000000149011612,13.583571434020996,1.0,64.19999694824219,3.6868207454681396,0.9527584910392761,3.6868207454681396,0.4082777202129364,0.550000011920929,0.9344709515571594,0.0,0.0,0.0,0.0,0.0,1.6239999532699585
8130,-0.1632000058889389,0.2199326604604721,2.1955590909783496e-06,6963460.0,43.150001525878906,1.0,159.8000030517578,0.15000000596046448,5.958333492279053,1.0,22.200000762939453,3.72511625289917,0.8094833493232727,3.72511625289917,0.23800817131996155,0.6499999761581421,1.2737619876861572,0.0,0.0,0.0,0.0,0.0,1.6260000467300415
8140,0.14710000157356262,0.13172131776809692,2.190327904827427e-06,6971240.0,39.349998474121094,1.0,138.0,0.07500000298023224,22.84404754638672,1.0,100.5999984741211,3.9706833362579346,0.48187294602394104,3.9706833362579346,0.1433664858341217,0.550000011920929,0.8540339469909668,0.0,0.0,0.0,0.0,0.0,1.628000020980835
8150,0.0017999999690800905,0.15595367550849915,2.1850980829185573e-06,6980748.0,70.4000015258789,1.0,212.8000030517578,0.22499999403953552,17.625,1.0,73.19999694824219,3.6616153717041016,0.9562626481056213,3.6616153717041016,0.25851890444755554,0.5,1.0698422193527222,0.0,0.0,0.0,0.0,0.0,1.6299999952316284
8160,0.031700000166893005,0.14861658215522766,2.1798696252517402e-06,6987695.0,38.224998474121094,1.0,154.0,0.125,7.1857147216796875,1.0,31.0,3.836387872695923,0.7953957915306091,3.836387872695923,0.2518294155597687,0.75,0.6945149302482605,0.0,0.0,0.0,0.0,0.0,1.6319999694824219
8170,-0.11330000311136246,0.10534076392650604,2.174642759200651e-06,6995310.0,63.275001525878906,1.0,218.1999969482422,0.15000000596046448,29.730953216552734,1.0,136.1999969482422,3.9785516262054443,0.7684217095375061,3.9785516262054443,0.2033984363079071,0.6499999761581421,0.5694418549537659,0.0,0.0,0.0,0.0,0.0,1.6339999437332153
8180,0.2524000108242035,0.18827585875988007,2.1694170300179394e-06,7005052.0,56.45000076293945,1.0,205.0,0.20000000298023224,6.911905288696289,1.0,27.0,3.685946226119995,0.7888198494911194,3.685946226119995,0.26841214299201965,0.6499999761581421,0.8012113571166992,0.0,0.0,0.0,0.0,0.0,1.6360000371932983
8190,0.08110000193119049,0.22816729545593262,2.1641928924509557e-06,7010255.0,26.475000381469727,1.0,108.0,0.05000000074505806,14.225000381469727,1.0,63.400001525878906,3.8293323516845703,0.5483624935150146,3.8293323516845703,0.23857775330543518,0.5,0.9283907413482666,0.0,0.0,0.0,0.0,0.0,1.6380000114440918
8200,0.24719999730587006,0.2697964012622833,2.1589703464997e-06,7017711.0,61.20000076293945,1.2000000476837158,232.1999969482422,0.15000000596046448,26.683334350585938,1.2000000476837158,103.4000015258789,3.752418279647827,0.7958023548126221,3.752418279647827,0.4287263751029968,0.44999998807907104,0.7649300694465637,0.0,0.0,0.0,0.0,0.0,1.6399999856948853
8210,0.17579999566078186,0.2514897286891937,2.153749164790497e-06,7026611.0,32.95000076293945,1.0,154.60000610351562,0.125,1.0750000476837158,1.0,1.600000023841858,3.8048489093780518,0.6271684765815735,3.8048489093780518,0.29655924439430237,0.800000011920929,0.6562506556510925,0.0,0.0,0.0,0.0,0.0,1.6419999599456787
8220,0.14730000495910645,0.07424082607030869,2.1485298020706978e-06,7035444.0,78.125,1.2000000476837158,217.0,0.25,20.006668090820312,1.2000000476837158,65.80000305175781,3.624285936355591,0.9081109762191772,3.624285936355591,0.34188392758369446,0.44999998807907104,0.7909631729125977,0.0,0.0,0.0,0.0,0.0,1.6440000534057617
8230,0.21649999916553497,1.0954457521438599,2.143311803592951e-06,7043862.0,44.849998474121094,1.0,162.39999389648438,0.15000000596046448,8.289999961853027,1.0,43.400001525878906,3.9512672424316406,0.6730097532272339,3.9512672424316406,0.2643636465072632,0.6000000238418579,1.2329045534133911,0.0,0.0,0.0,0.0,0.0,1.6460000276565552
8240,-0.019700000062584877,0.14401517808437347,2.1380953967309324e-06,7053789.0,36.375,1.0,159.60000610351562,0.10000000149011612,12.164286613464355,1.0,72.5999984741211,3.865841865539551,0.517126202583313,3.865841865539551,0.14397114515304565,0.75,0.7918716073036194,0.0,0.0,0.0,0.0,0.0,1.6480000019073486
8250,0.1518000066280365,0.1716243326663971,2.132880581484642e-06,7063173.0,39.150001525878906,1.0,160.8000030517578,0.125,8.916666984558105,1.0,35.400001525878906,3.603170871734619,0.9313759803771973,3.603170871734619,0.11534257978200912,0.699999988079071,0.7918891906738281,0.0,0.0,0.0,0.0,0.0,1.649999976158142
8260,0.10270000249147415,0.0,2.1276673578540795e-06,7072616.0,43.625,1.0,134.60000610351562,0.10000000149011612,21.075000762939453,1.0,70.0,3.6790807247161865,0.7053258419036865,3.6790807247161865,0.5119696259498596,0.550000011920929,0.9752519130706787,0.0,0.0,0.0,0.0,0.0,1.6519999504089355
8270,0.07150000333786011,0.7734250426292419,2.1224559532129206e-06,7083669.0,57.07500076293945,1.0,212.60000610351562,0.17499999701976776,14.917858123779297,1.0,73.19999694824219,3.815079689025879,0.3905884921550751,3.815079689025879,0.13709799945354462,0.6499999761581421,1.0219498872756958,0.0,0.0,0.0,0.0,0.0,1.6540000438690186
8280,-0.1477999985218048,0.6946628093719482,2.1172459128138144e-06,7087983.0,26.350000381469727,1.0,102.19999694824219,0.02500000037252903,21.157142639160156,1.0,78.5999984741211,4.196415424346924,0.39965954422950745,4.196415424346924,0.07624208182096481,0.5,1.0860761404037476,0.0,0.0,0.0,0.0,0.0,1.656000018119812
8290,0.10750000178813934,0.28011754155158997,2.112037918777787e-06,7094596.0,47.974998474121094,1.600000023841858,186.8000030517578,0.07500000298023224,31.56785774230957,1.600000023841858,102.80000305175781,4.094030380249023,0.6983593106269836,4.094030380249023,0.3211054801940918,0.44999998807907104,0.6527233719825745,0.0,0.0,0.0,0.0,0.0,1.6579999923706055
8300,0.1551000028848648,0.28075623512268066,2.106831516357488e-06,7105099.0,70.4749984741211,3.200000047683716,227.8000030517578,0.15000000596046448,37.504764556884766,3.200000047683716,123.0,3.8636436462402344,0.7559915781021118,3.8636436462402344,0.23200266063213348,0.44999998807907104,0.6930136680603027,0.0,0.0,0.0,0.0,0.0,1.659999966621399
8310,0.0989999994635582,0.31631311774253845,2.1016269329265924e-06,7112785.0,32.29999923706055,1.0,121.19999694824219,0.10000000149011612,6.941666603088379,1.0,22.200000762939453,3.670417308807373,0.7064439058303833,3.670417308807373,0.1299557089805603,0.699999988079071,0.6925222277641296,0.0,0.0,0.0,0.0,0.0,1.6619999408721924
8320,0.052000001072883606,0.0,2.096423941111425e-06,7121519.0,56.599998474121094,1.0,156.0,0.20000000298023224,8.958333015441895,1.0,31.799999237060547,3.942042589187622,0.6728828549385071,3.942042589187622,0.11883867532014847,0.699999988079071,1.029308557510376,0.0,0.0,0.0,0.0,0.0,1.6640000343322754
8330,0.040699999779462814,0.0,2.091222768285661e-06,7128938.0,50.32500076293945,1.0,129.60000610351562,0.17499999701976776,6.510000228881836,1.0,36.400001525878906,3.782140016555786,0.7935842275619507,3.782140016555786,0.13504236936569214,0.6499999761581421,0.8868065476417542,0.0,0.0,0.0,0.0,0.0,1.6660000085830688
8340,0.13500000536441803,0.3859899640083313,2.086023641822976e-06,7136414.0,27.899999618530273,1.0,127.0,0.07500000298023224,9.492856979370117,1.0,44.0,3.824143171310425,0.7229406833648682,3.824143171310425,0.19045093655586243,0.6000000238418579,0.7451439499855042,0.0,0.0,0.0,0.0,0.0,1.6679999828338623
8350,0.11760000139474869,0.09031030535697937,2.0808261069760192e-06,7145234.0,61.150001525878906,2.5999999046325684,133.8000030517578,0.15000000596046448,40.91190719604492,2.5999999046325684,104.19999694824219,3.752045154571533,0.7177923917770386,3.752045154571533,0.34171944856643677,0.550000011920929,0.8469173312187195,0.0,0.0,0.0,0.0,0.0,1.6699999570846558
8360,0.06350000202655792,0.6264418363571167,2.0756306184921414e-06,7152005.0,49.474998474121094,1.0,146.1999969482422,0.10000000149011612,26.966428756713867,1.0,83.80000305175781,3.8787639141082764,0.5442807674407959,3.8787639141082764,0.21750903129577637,0.30000001192092896,0.9783580303192139,0.0,0.0,0.0,0.0,0.0,1.6720000505447388
8370,0.16349999606609344,1.8684128522872925,2.070436948997667e-06,7160594.0,23.325000762939453,1.0,107.0,0.07500000298023224,4.574999809265137,1.0,15.800000190734863,3.7290666103363037,0.7772698998451233,3.7290666103363037,0.2800936698913574,0.699999988079071,0.6964235901832581,0.0,0.0,0.0,0.0,0.0,1.6740000247955322
8380,-0.1518000066280365,0.0,2.0652450984925963e-06,7166470.0,17.899999618530273,1.0,71.5999984741211,0.05000000074505806,5.300000190734863,1.0,22.799999237060547,4.033652305603027,0.4424682855606079,4.033652305603027,0.042235154658555984,0.75,0.8571475744247437,0.0,0.0,0.0,0.0,0.0,1.6759999990463257
8390,-0.05779999867081642,0.24910126626491547,2.0600552943506045e-06,7174297.0,35.92499923706055,2.4000000953674316,110.5999984741211,0.10000000149011612,13.116666793823242,2.4000000953674316,38.0,3.7085683345794678,0.7888008952140808,3.7085683345794678,0.30762824416160583,0.6000000238418579,0.8042187690734863,0.0,0.0,0.0,0.0,0.0,1.6779999732971191
8400,0.3467999994754791,0.5901749730110168,2.0548673091980163e-06,7180631.0,40.95000076293945,1.0,212.1999969482422,0.10000000149011612,17.203571319580078,1.0,73.19999694824219,3.5440824031829834,0.6552764177322388,3.5440824031829834,0.33836761116981506,0.3499999940395355,0.6374886631965637,0.0,0.0,0.0,0.0,0.0,1.6799999475479126
8410,-0.026900000870227814,0.8546512722969055,2.049681370408507e-06,7187968.0,58.775001525878906,1.0,200.8000030517578,0.10000000149011612,35.717857360839844,1.0,136.60000610351562,3.9602878093719482,0.47482937574386597,3.9602878093719482,0.1416168212890625,0.5,1.1756781339645386,0.0,0.0,0.0,0.0,0.0,1.6820000410079956
8420,0.16259999573230743,1.2879902124404907,2.044497477982077e-06,7198373.0,32.125,1.0,98.4000015258789,0.07500000298023224,15.324999809265137,1.0,78.4000015258789,3.848297357559204,0.5322734713554382,3.848297357559204,0.12132453918457031,0.6499999761581421,0.7621797919273376,0.0,0.0,0.0,0.0,0.0,1.684000015258789
8430,-0.04170000180602074,2.1262779235839844,2.0393156319187256e-06,7206653.0,39.5,1.0,155.0,0.15000000596046448,1.2833333015441895,1.0,2.799999952316284,3.6922202110290527,0.8172903060913086,3.6922202110290527,0.14092282950878143,0.800000011920929,0.7672744393348694,0.0,0.0,0.0,0.0,0.0,1.6859999895095825
8440,0.06840000301599503,0.0,2.0341358322184533e-06,7214225.0,16.700000762939453,1.0,58.20000076293945,0.05000000074505806,4.5416669845581055,1.0,16.600000381469727,3.832058906555176,0.6417310237884521,3.832058906555176,0.13951294124126434,0.75,0.5470946431159973,0.0,0.0,0.0,0.0,0.0,1.687999963760376
8450,0.032600000500679016,0.06402970105409622,2.02895807888126e-06,7223460.0,75.57499694824219,1.0,205.0,0.2750000059604645,8.470000267028809,1.0,25.600000381469727,3.749385356903076,0.9413329362869263,3.749385356903076,0.3240634500980377,0.550000011920929,0.5209111571311951,0.0,0.0,0.0,0.0,0.0,1.690000057220459
